filename,noise_variance,noise_type
3199.png,9308.340996129802,Other Noise
4617.png,15143.685379246679,Gaussian
3218.png,9610.475957093391,Other Noise
592.png,9100.91313513922,Other Noise
586.png,11323.156542435881,Gaussian
4425.png,12279.80532184848,Gaussian
1054.png,14612.474967722757,Gaussian
1121.png,14370.106259961798,Gaussian
522.png,8932.040598022077,Other Noise
291.png,12451.742084349438,Gaussian
4178.png,11836.7167285284,Gaussian
5860.png,8489.970683667632,Other Noise
5079.png,14411.996836353046,Gaussian
3425.png,13907.607931463299,Gaussian
443.png,10045.11925121349,Gaussian
5510.png,9021.379413691642,Other Noise
846.png,9771.7242317925,Other Noise
2603.png,8581.185902731328,Other Noise
50.png,10796.518375899665,Gaussian
2449.png,11001.98598673017,Gaussian
288.png,9803.313565649329,Other Noise
3734.png,2127.539999994047,Other Noise
307.png,14608.618971744536,Gaussian
2446.png,6731.545459091912,Other Noise
5929.png,15216.832266043612,Gaussian
840.png,10611.93886569946,Gaussian
4441.png,10365.371966746994,Gaussian
2267.png,14870.23493451783,Gaussian
1585.png,14782.652404219281,Gaussian
2934.png,9972.221568934723,Other Noise
2706.png,11691.972308504142,Gaussian
1335.png,11303.011698823191,Gaussian
1735.png,7297.955662067005,Other Noise
2382.png,11059.280658195921,Gaussian
218.png,9956.206140990558,Other Noise
1583.png,11896.899879790773,Gaussian
3524.png,10093.870605901504,Gaussian
2488.png,9792.067721536212,Other Noise
2809.png,13120.527204121368,Gaussian
1038.png,14795.11250010168,Gaussian
5367.png,8742.528976417687,Other Noise
1732.png,9466.85483801653,Other Noise
2138.png,14820.21529891108,Gaussian
4148.png,14811.617678681183,Gaussian
3828.png,8601.023484072126,Other Noise
2499.png,11400.974990997143,Gaussian
3976.png,10189.253596478246,Gaussian
2342.png,11515.068397787547,Gaussian
1909.png,14883.420486728155,Gaussian
589.png,9497.800450944062,Other Noise
607.png,7472.740229925406,Other Noise
5941.png,15166.858438459858,Gaussian
5983.png,12435.138467176026,Gaussian
1078.png,9085.764959234804,Other Noise
5443.png,9032.88282219544,Other Noise
2364.png,12091.757623303956,Gaussian
3527.png,11730.373771331262,Gaussian
4041.png,10692.391675309695,Gaussian
405.png,9317.817043922729,Other Noise
2758.png,6433.423654730362,Other Noise
3045.png,14664.35853664832,Gaussian
2089.png,14944.532705710091,Gaussian
1289.png,11471.093870016794,Gaussian
1533.png,14490.17414190998,Gaussian
2923.png,12110.619511716908,Gaussian
779.png,11571.980590754389,Gaussian
5936.png,15345.05089196273,Gaussian
3868.png,11305.516565206806,Gaussian
1126.png,10903.004050352441,Gaussian
3230.png,1684.9082670252608,Other Noise
2713.png,11729.624812364831,Gaussian
5758.png,10165.56535496661,Gaussian
2827.png,7698.563787191225,Other Noise
1831.png,12519.8351102728,Gaussian
3874.png,12064.034323994663,Gaussian
1461.png,15201.667907336749,Gaussian
199.png,11736.002602584917,Gaussian
3721.png,10602.390963816802,Gaussian
2059.png,12632.534745940635,Gaussian
3385.png,9517.644039920497,Other Noise
1674.png,9182.042019192877,Other Noise
849.png,9752.875421799587,Other Noise
3552.png,10314.199687435834,Gaussian
4152.png,11730.631235701221,Gaussian
5874.png,14896.366615163995,Gaussian
5221.png,8954.543632842262,Other Noise
4679.png,12271.165814346927,Gaussian
3967.png,10150.001857171319,Gaussian
112.png,13058.929858145035,Gaussian
3629.png,12216.092389396723,Gaussian
3194.png,12393.898576448884,Gaussian
755.png,9586.264292955424,Other Noise
3261.png,8835.418773375974,Other Noise
4766.png,9594.839654358124,Other Noise
763.png,11503.904348110833,Gaussian
1344.png,9908.976438824107,Other Noise
2858.png,11931.699672374836,Gaussian
4179.png,12252.744402121236,Gaussian
2654.png,5919.145479641376,Other Noise
1556.png,12304.007079091063,Gaussian
5397.png,8955.682094870652,Other Noise
1941.png,11532.52071527162,Gaussian
788.png,11218.562707429275,Gaussian
2916.png,12044.448818478155,Gaussian
2756.png,10543.155606055958,Gaussian
3983.png,8072.09432218672,Other Noise
2672.png,11200.775012967622,Gaussian
4534.png,7280.486922003099,Other Noise
2598.png,11533.374839818345,Gaussian
3042.png,11177.709212602746,Gaussian
501.png,7413.395951225978,Other Noise
1394.png,9477.97117864238,Other Noise
2629.png,7967.4165080351695,Other Noise
4996.png,11401.499498863484,Gaussian
4691.png,8803.759857996089,Other Noise
5688.png,11828.551834238278,Gaussian
1568.png,11836.703722572667,Gaussian
3928.png,11421.79842136168,Gaussian
723.png,15257.289119806326,Gaussian
2473.png,15214.927972507578,Gaussian
2630.png,8546.657475940998,Other Noise
5304.png,15011.618124992845,Gaussian
2545.png,8599.140276149301,Other Noise
4162.png,10565.660802004368,Gaussian
1090.png,15183.562367396988,Gaussian
4901.png,13044.681457729595,Gaussian
4028.png,9706.6070032092,Other Noise
1512.png,14556.600968731906,Gaussian
5473.png,7362.989110245158,Other Noise
2748.png,8342.700822969053,Other Noise
3588.png,10521.12331040904,Gaussian
3402.png,8883.91026073668,Other Noise
3896.png,9701.015118080322,Other Noise
938.png,8244.75666470304,Other Noise
3480.png,11905.424326343,Gaussian
49.png,9951.266039607144,Other Noise
3858.png,12859.121097264138,Gaussian
3269.png,15191.828610771321,Gaussian
3115.png,7832.1309918027555,Other Noise
866.png,7840.039074778889,Other Noise
2700.png,9896.414755276102,Other Noise
3940.png,10634.954703965663,Gaussian
4779.png,11740.36296148743,Gaussian
868.png,10266.480848647938,Gaussian
1545.png,14561.137154986109,Gaussian
2444.png,7881.134322256518,Other Noise
5035.png,12268.04582131914,Gaussian
3514.png,14606.889121480272,Gaussian
327.png,11681.846455872637,Gaussian
3627.png,7415.290412910992,Other Noise
599.png,9319.439469530165,Other Noise
2911.png,9829.189123818354,Other Noise
5752.png,10887.80606288818,Gaussian
972.png,10082.225351383784,Gaussian
1619.png,11058.194794088633,Gaussian
4496.png,10599.54616602628,Gaussian
747.png,11610.219240199633,Gaussian
5042.png,10035.375257169728,Gaussian
3855.png,15186.097388619382,Gaussian
4394.png,12671.44379908642,Gaussian
2124.png,10424.238789929957,Gaussian
552.png,6806.206371219374,Other Noise
3726.png,8773.099134923103,Other Noise
1795.png,9714.88480586597,Other Noise
1656.png,10527.956019043751,Gaussian
1403.png,6947.097010076033,Other Noise
4282.png,13184.88302098283,Gaussian
1458.png,14873.478844342597,Gaussian
1498.png,10657.674487632723,Gaussian
3449.png,6816.747813614115,Other Noise
4835.png,12170.79435728055,Gaussian
1503.png,14580.366285673532,Gaussian
2745.png,6859.830217539604,Other Noise
3277.png,15219.574049541454,Gaussian
3577.png,10987.763105812877,Gaussian
3941.png,13598.296749764217,Gaussian
268.png,14783.064211030767,Gaussian
1700.png,1313.6094312667237,Other Noise
4275.png,11338.275336434994,Gaussian
5407.png,9746.146283229813,Other Noise
2580.png,9591.318495008149,Other Noise
4842.png,11891.725689867959,Gaussian
4703.png,11419.763354076109,Gaussian
1398.png,8702.137358927519,Other Noise
4786.png,8459.804619055742,Other Noise
3663.png,9235.94292863956,Other Noise
775.png,8188.343354099326,Other Noise
93.png,7176.086280422819,Other Noise
1923.png,15246.467704243503,Gaussian
1189.png,9903.923773537908,Other Noise
2667.png,12015.581732938226,Gaussian
5943.png,15217.806062850552,Gaussian
5290.png,15228.606824496665,Gaussian
4542.png,10686.346773259816,Gaussian
395.png,9803.887874586133,Other Noise
5190.png,10042.4078861972,Gaussian
5085.png,10946.84572179526,Gaussian
1076.png,14612.964318375143,Gaussian
2589.png,8198.180510246766,Other Noise
150.png,13312.348882832895,Gaussian
3391.png,11275.625171646847,Gaussian
1723.png,15218.468067114862,Gaussian
1600.png,9750.686969956298,Other Noise
3486.png,12189.400515100746,Gaussian
1003.png,5705.63205284528,Other Noise
1238.png,10384.359857463252,Gaussian
3674.png,7746.3436642788165,Other Noise
1826.png,15246.278145421575,Gaussian
4426.png,11743.869514007889,Gaussian
5092.png,11950.73531253802,Gaussian
5870.png,14999.49049905479,Gaussian
2812.png,9401.526953156948,Other Noise
2508.png,15213.225724455277,Gaussian
3432.png,6996.982616768595,Other Noise
3757.png,9714.23940687151,Other Noise
5675.png,14829.361486401845,Gaussian
4101.png,12177.272909038238,Gaussian
3313.png,15184.02598591714,Gaussian
1641.png,14528.54977398214,Gaussian
1900.png,15222.847660893254,Gaussian
2992.png,7890.29021851333,Other Noise
705.png,11004.175044280473,Gaussian
1785.png,7831.631573325215,Other Noise
5664.png,12042.936036056444,Gaussian
4120.png,9681.664276713604,Other Noise
5912.png,10852.77746064076,Gaussian
2657.png,9664.22376207885,Other Noise
4200.png,11763.53889378928,Gaussian
2110.png,10727.371646598387,Gaussian
3347.png,11655.300224850442,Gaussian
5440.png,12480.941086877898,Gaussian
3846.png,14965.746714920875,Gaussian
2419.png,8507.603828029267,Other Noise
1614.png,10794.764369332994,Gaussian
3125.png,10604.58950784084,Gaussian
4615.png,14926.1043669322,Gaussian
3011.png,13051.35494655357,Gaussian
1666.png,8789.22779081401,Other Noise
774.png,8264.185078661147,Other Noise
5551.png,11832.072385042507,Gaussian
3282.png,15198.273255443673,Gaussian
1515.png,11827.994738497266,Gaussian
5047.png,12141.415193901086,Gaussian
5157.png,11115.030302527,Gaussian
2492.png,15185.610541533206,Gaussian
2945.png,9748.414455296908,Other Noise
3829.png,1366.132653161912,Other Noise
5291.png,14851.5016353099,Gaussian
5019.png,13038.418552805713,Gaussian
4417.png,10021.712967267717,Gaussian
113.png,11267.922755848847,Gaussian
819.png,9160.895195996385,Other Noise
3060.png,12165.834336286362,Gaussian
741.png,14796.227901191305,Gaussian
1934.png,11124.75296076531,Gaussian
2774.png,11914.057062971651,Gaussian
4283.png,10786.764174142423,Gaussian
2203.png,11622.246960043542,Gaussian
3022.png,13180.506839304655,Gaussian
4203.png,14753.062109620585,Gaussian
3898.png,9700.60122127089,Other Noise
5316.png,14844.080041291012,Gaussian
5696.png,12452.366125510101,Gaussian
2625.png,9652.162320549429,Other Noise
4555.png,13513.33281268004,Gaussian
3806.png,8293.761841539806,Other Noise
4817.png,13269.908353262215,Gaussian
1750.png,6732.927707182992,Other Noise
2568.png,8752.457841249194,Other Noise
332.png,14508.560640050187,Gaussian
59.png,7559.5567865225,Other Noise
674.png,15203.269876271523,Gaussian
5108.png,11966.647530806089,Gaussian
3745.png,9322.647395925482,Other Noise
5773.png,10467.573951911849,Gaussian
4180.png,11815.584756371401,Gaussian
4491.png,4707.352530344158,Other Noise
5987.png,8203.851939828679,Other Noise
2338.png,11545.101837487839,Gaussian
4147.png,12159.43279723609,Gaussian
3866.png,11964.777546280377,Gaussian
880.png,9616.042578669394,Other Noise
1163.png,9661.140993480252,Other Noise
1519.png,11940.358436456841,Gaussian
5686.png,11876.748988635969,Gaussian
2763.png,10342.735773342109,Gaussian
1836.png,15217.767529359808,Gaussian
316.png,14281.268213002231,Gaussian
785.png,8671.002042447379,Other Noise
434.png,11478.117018646693,Gaussian
4754.png,10933.296039868477,Gaussian
3092.png,14853.65951111741,Gaussian
3114.png,13043.039316683175,Gaussian
949.png,9603.495827020346,Other Noise
3427.png,12130.520390952848,Gaussian
2065.png,8855.433528011155,Other Noise
2959.png,11056.319078573895,Gaussian
3014.png,7664.218029307451,Other Noise
169.png,11672.243672588333,Gaussian
5648.png,14903.421056232684,Gaussian
4501.png,10726.950410260359,Gaussian
529.png,9572.305795360202,Other Noise
301.png,10862.512985622085,Gaussian
289.png,12001.872687633364,Gaussian
2771.png,6449.774107497057,Other Noise
1379.png,9285.172043813778,Other Noise
2715.png,9554.470813902264,Other Noise
5370.png,8924.062475215085,Other Noise
5067.png,14803.090091021591,Gaussian
1697.png,2173.9067547628865,Other Noise
5362.png,10033.589972179645,Gaussian
4437.png,8988.91295199019,Other Noise
3006.png,5684.348028491988,Other Noise
170.png,9482.401252755068,Other Noise
3039.png,14849.77500996204,Gaussian
860.png,11443.178847010506,Gaussian
1665.png,11428.237954423868,Gaussian
194.png,9057.705459583847,Other Noise
4890.png,10858.914440153281,Gaussian
5307.png,14927.225433472388,Gaussian
136.png,9552.914248349492,Other Noise
3463.png,14943.963982417523,Gaussian
1139.png,11330.840363890307,Gaussian
2484.png,15204.697733776653,Gaussian
3044.png,11896.592130005823,Gaussian
1837.png,15223.521402198538,Gaussian
5460.png,11254.866461062753,Gaussian
5550.png,6977.005001781119,Other Noise
5086.png,12519.392298114464,Gaussian
4857.png,14808.345631584301,Gaussian
976.png,7022.3964741883465,Other Noise
198.png,11954.604123163994,Gaussian
2208.png,14300.292348469167,Gaussian
724.png,14939.323874766902,Gaussian
5137.png,11708.083573613327,Gaussian
5036.png,12233.282400424061,Gaussian
2239.png,14240.882014438284,Gaussian
4470.png,10104.886717552568,Gaussian
5588.png,12092.229419504114,Gaussian
2453.png,11647.645897591934,Gaussian
1639.png,13028.671425041004,Gaussian
5271.png,15167.29941421647,Gaussian
5296.png,9073.819902956611,Other Noise
683.png,15047.949593175157,Gaussian
5498.png,8066.4628036444765,Other Noise
2020.png,13048.15393010532,Gaussian
4575.png,14890.94031072352,Gaussian
3105.png,12098.809219497369,Gaussian
5702.png,13052.707984417604,Gaussian
4787.png,11403.607114132505,Gaussian
4694.png,11402.129766893908,Gaussian
3236.png,8877.573409887056,Other Noise
4934.png,7126.487851539859,Other Noise
1178.png,12333.045463305787,Gaussian
4246.png,10615.384183434287,Gaussian
3977.png,8752.006299597975,Other Noise
2981.png,9437.921991617723,Other Noise
640.png,9602.68144744639,Other Noise
924.png,10329.565777217167,Gaussian
4678.png,9559.414059773124,Other Noise
4436.png,12846.125308956305,Gaussian
4778.png,11583.165651774625,Gaussian
3877.png,10950.761153702746,Gaussian
3597.png,10313.630512253996,Gaussian
5051.png,11806.45582009696,Gaussian
1246.png,9023.723177657512,Other Noise
401.png,11174.42884465018,Gaussian
4588.png,12615.823221730448,Gaussian
1553.png,14567.349322395112,Gaussian
3993.png,7359.089193182721,Other Noise
2297.png,10719.323717317846,Gaussian
816.png,9638.194471256893,Other Noise
2105.png,11912.530989590845,Gaussian
5881.png,14958.913916601641,Gaussian
14.png,9556.842533176152,Other Noise
1873.png,15212.024501417454,Gaussian
5048.png,14175.131432468092,Gaussian
1029.png,11821.032348952098,Gaussian
65.png,10758.375986610257,Gaussian
1646.png,10334.974121310737,Gaussian
4884.png,7567.007595918353,Other Noise
4297.png,10703.510169242389,Gaussian
2471.png,15232.374924383897,Gaussian
2802.png,7082.468542872629,Other Noise
161.png,11372.652558898453,Gaussian
5326.png,15212.661516551907,Gaussian
1093.png,14212.204221599195,Gaussian
4337.png,11520.776339205151,Gaussian
3816.png,9234.213941507687,Other Noise
5168.png,9622.941111107759,Other Noise
892.png,9647.254512504918,Other Noise
3853.png,15186.431967182436,Gaussian
371.png,10992.14396914926,Gaussian
2386.png,10529.276223799372,Gaussian
784.png,11762.924824371168,Gaussian
4673.png,10639.033193649582,Gaussian
1.png,12239.424924673775,Gaussian
1858.png,13226.784251075247,Gaussian
4564.png,15217.693102063275,Gaussian
1073.png,14575.409088101382,Gaussian
3065.png,12094.477657797299,Gaussian
706.png,9623.145704384204,Other Noise
293.png,12396.931692531602,Gaussian
5229.png,8193.899882882699,Other Noise
2390.png,10711.889719312663,Gaussian
2656.png,8750.80256356053,Other Noise
2567.png,9006.740539076061,Other Noise
5649.png,14416.434419611389,Gaussian
2716.png,11922.75170456342,Gaussian
576.png,9093.913223121892,Other Noise
3288.png,15220.975922304755,Gaussian
3526.png,12687.43351968998,Gaussian
5372.png,9948.897427762458,Other Noise
2354.png,10115.118335948158,Gaussian
1325.png,12395.028442601564,Gaussian
4633.png,15197.043570479282,Gaussian
1157.png,11035.605691980909,Gaussian
4079.png,11650.713099814946,Gaussian
798.png,8216.334550025185,Other Noise
3897.png,11944.689751900969,Gaussian
2231.png,12060.294450784582,Gaussian
1565.png,14312.644675882639,Gaussian
1437.png,11706.690675518674,Gaussian
574.png,6717.525166117972,Other Noise
2341.png,11655.452504826331,Gaussian
701.png,14855.77886644753,Gaussian
4398.png,10051.29083174142,Gaussian
5841.png,11067.978556827256,Gaussian
1880.png,15205.92532554642,Gaussian
5213.png,10584.719391975203,Gaussian
2762.png,10218.960380735463,Gaussian
367.png,12019.937383632125,Gaussian
4543.png,15231.116844177457,Gaussian
4416.png,11639.716120844974,Gaussian
484.png,8982.938778780192,Other Noise
1019.png,12753.045718516381,Gaussian
5014.png,9417.60720978086,Other Noise
4666.png,11004.076166136061,Gaussian
4010.png,6884.7445231274305,Other Noise
325.png,12167.90294532588,Gaussian
5653.png,14173.0761577507,Gaussian
5940.png,15215.65531807006,Gaussian
2509.png,15211.977242436758,Gaussian
5672.png,11594.218833063958,Gaussian
3710.png,9052.963611353603,Other Noise
5955.png,9963.883997025707,Other Noise
5398.png,8547.991444708909,Other Noise
3416.png,13766.674782055841,Gaussian
4788.png,8833.211108930924,Other Noise
4006.png,12927.728568971703,Gaussian
1390.png,12423.115448905815,Gaussian
4952.png,6625.628945534113,Other Noise
5946.png,14925.301253957086,Gaussian
1276.png,11298.909278067133,Gaussian
5434.png,9629.864647984909,Other Noise
1499.png,14383.003670247139,Gaussian
3671.png,7317.148095521352,Other Noise
5013.png,9936.854401279334,Other Noise
3032.png,11823.548465658336,Gaussian
2186.png,11995.584237610656,Gaussian
1372.png,9918.48995413171,Other Noise
2937.png,5825.05631434148,Other Noise
3040.png,11963.429247648424,Gaussian
2244.png,11963.667340534696,Gaussian
2975.png,5953.362138912422,Other Noise
4783.png,9711.726793489104,Other Noise
108.png,13243.346754483544,Gaussian
1291.png,9249.86627401726,Other Noise
1509.png,11417.016542532341,Gaussian
5334.png,15215.789024511318,Gaussian
4345.png,11814.146317472325,Gaussian
4177.png,11661.67196812187,Gaussian
926.png,13156.500749188139,Gaussian
3658.png,1865.829514923039,Other Noise
3434.png,11485.565935886929,Gaussian
1109.png,11486.225551302785,Gaussian
3126.png,11787.263897571223,Gaussian
2863.png,11737.299394265192,Gaussian
39.png,12478.716340659446,Gaussian
2217.png,12066.3008780489,Gaussian
4874.png,15216.560804411009,Gaussian
360.png,11070.019235939617,Gaussian
2292.png,10118.87172685423,Gaussian
5539.png,10053.578368167859,Gaussian
4205.png,14596.896726152801,Gaussian
4182.png,11870.74867348979,Gaussian
5522.png,12450.89862919557,Gaussian
4382.png,7591.856365761444,Other Noise
1973.png,7747.924112002742,Other Noise
5722.png,9889.74183737247,Other Noise
5997.png,11292.220010082288,Gaussian
748.png,10368.699614215348,Gaussian
4832.png,14302.073372673198,Gaussian
2591.png,11428.242281154202,Gaussian
3641.png,8098.862112857939,Other Noise
1661.png,11431.831397328038,Gaussian
3020.png,13203.720627357518,Gaussian
4077.png,14447.04233508912,Gaussian
1250.png,8940.350633088985,Other Noise
4797.png,11677.836311042045,Gaussian
1881.png,15244.910333531192,Gaussian
2697.png,9738.62670547486,Other Noise
3711.png,1425.8485261828034,Other Noise
4871.png,15230.19488038503,Gaussian
1144.png,9233.704330245442,Other Noise
3112.png,13713.779857843167,Gaussian
458.png,10548.84398411253,Gaussian
3077.png,14842.659856608392,Gaussian
1908.png,15215.50043758945,Gaussian
380.png,12023.138074505498,Gaussian
4045.png,15182.776249706247,Gaussian
1704.png,12861.870287074173,Gaussian
3670.png,10922.55961289743,Gaussian
1143.png,10133.396831513073,Gaussian
610.png,4981.701545120549,Other Noise
4308.png,14269.522310458444,Gaussian
2759.png,9414.638735547607,Other Noise
446.png,8644.593045936906,Other Noise
2091.png,13902.250917880121,Gaussian
1748.png,1924.8586788146222,Other Noise
2566.png,8909.543111648929,Other Noise
132.png,11468.316392781813,Gaussian
5920.png,15210.294615085222,Gaussian
424.png,11287.864351780983,Gaussian
3729.png,11613.8715373859,Gaussian
4430.png,9973.687393264212,Other Noise
1404.png,11106.15524902811,Gaussian
2856.png,11754.21061597512,Gaussian
4100.png,14591.673105036221,Gaussian
2323.png,9215.146891967435,Other Noise
1520.png,13891.940464843603,Gaussian
5760.png,9860.382096081612,Other Noise
1778.png,11182.411535679701,Gaussian
781.png,9690.00534925314,Other Noise
912.png,7057.726457248264,Other Noise
3814.png,4718.558732067622,Other Noise
1407.png,8756.827700714797,Other Noise
5147.png,10342.842675560827,Gaussian
4730.png,9398.353278820836,Other Noise
5163.png,10729.208627108814,Gaussian
2869.png,12012.908644763966,Gaussian
715.png,14960.765473171608,Gaussian
2486.png,15265.300685579727,Gaussian
5691.png,11695.51890118915,Gaussian
386.png,9640.809552289096,Other Noise
1488.png,11719.096185707102,Gaussian
4492.png,9144.20611200909,Other Noise
5449.png,8622.171661259075,Other Noise
1573.png,11780.132897195414,Gaussian
549.png,14938.807378591131,Gaussian
1409.png,6106.388195442158,Other Noise
4711.png,10273.695573648105,Gaussian
1327.png,6957.759954499584,Other Noise
4432.png,10637.976101828617,Gaussian
3798.png,7602.382368501132,Other Noise
433.png,9907.869333470626,Other Noise
2277.png,10814.47183106186,Gaussian
3302.png,14916.340592388238,Gaussian
5303.png,15219.270176753416,Gaussian
2116.png,11929.390600456585,Gaussian
5878.png,14897.58167293773,Gaussian
4087.png,10995.315160161474,Gaussian
5599.png,10956.044768688915,Gaussian
5711.png,11612.026909698274,Gaussian
2792.png,6438.122883243746,Other Noise
2897.png,15229.38140849313,Gaussian
156.png,12630.080338296342,Gaussian
1729.png,1678.6124070063568,Other Noise
5369.png,12699.102959434049,Gaussian
2944.png,9445.08134516111,Other Noise
3031.png,11989.921674737054,Gaussian
4271.png,9857.183937257405,Other Noise
3272.png,11888.878149613824,Gaussian
5988.png,9395.595466407534,Other Noise
4438.png,11922.061531281424,Gaussian
856.png,8416.253049089462,Other Noise
2941.png,8776.96739884823,Other Noise
3783.png,9660.088573083316,Other Noise
1105.png,11846.860062129905,Gaussian
5222.png,10033.632431832006,Gaussian
4977.png,10707.226442671654,Gaussian
5515.png,9224.096863251538,Other Noise
1883.png,15227.826223161443,Gaussian
5924.png,14894.764485423102,Gaussian
4855.png,14547.375295887394,Gaussian
5659.png,14494.883892377899,Gaussian
5921.png,15207.01949124813,Gaussian
5454.png,8197.548221000503,Other Noise
4993.png,6830.058601070915,Other Noise
5102.png,11734.309834037573,Gaussian
1555.png,7811.9895440966875,Other Noise
2185.png,14263.656450723063,Gaussian
2413.png,7073.230174794103,Other Noise
4191.png,9461.737770226564,Other Noise
4567.png,15197.873006306072,Gaussian
4307.png,11110.790636116582,Gaussian
5410.png,11432.213688111502,Gaussian
1886.png,15220.519857506477,Gaussian
2149.png,12159.29139891892,Gaussian
1300.png,8584.396131210464,Other Noise
4392.png,12000.034073415589,Gaussian
3975.png,13343.511700500454,Gaussian
4248.png,9991.8369682212,Other Noise
5745.png,9623.71086359252,Other Noise
1819.png,15201.397559517945,Gaussian
1824.png,14843.951341989401,Gaussian
1563.png,11466.747898711366,Gaussian
2332.png,10486.764262706369,Gaussian
1987.png,8589.5360686135,Other Noise
3753.png,9578.631723115865,Other Noise
5390.png,8559.71136231847,Other Noise
1860.png,15213.490955517449,Gaussian
5493.png,8296.423501089337,Other Noise
370.png,14320.424959432397,Gaussian
2054.png,7158.8982140205435,Other Noise
3312.png,14944.56650700712,Gaussian
1879.png,11306.660922079647,Gaussian
3346.png,11095.320775223514,Gaussian
3639.png,6267.081931777736,Other Noise
3265.png,10342.154071019802,Gaussian
3586.png,10044.467482706763,Gaussian
4566.png,11276.173668358124,Gaussian
5614.png,6993.856765260101,Other Noise
3558.png,14809.80702140104,Gaussian
1623.png,10542.71003400364,Gaussian
3071.png,14226.509806535929,Gaussian
4550.png,14830.647709431603,Gaussian
1655.png,9530.248523367112,Other Noise
4081.png,11608.484705214743,Gaussian
767.png,9963.497977603793,Other Noise
2216.png,14592.083735272387,Gaussian
2072.png,13977.957328360353,Gaussian
2932.png,10899.123278420939,Gaussian
3542.png,11905.18169077432,Gaussian
777.png,9520.64223349087,Other Noise
5799.png,14000.4140541989,Gaussian
3465.png,12420.465498053118,Gaussian
319.png,14466.697350947414,Gaussian
2507.png,15208.511097595612,Gaussian
3888.png,11346.28542215899,Gaussian
2710.png,8368.489775337826,Other Noise
4724.png,9468.581753448401,Other Noise
5273.png,15188.235732250214,Gaussian
696.png,15194.119754311854,Gaussian
609.png,7118.833866421768,Other Noise
3929.png,12609.130104005199,Gaussian
107.png,9313.72048635865,Other Noise
5352.png,14923.55412333645,Gaussian
2052.png,10234.58470772365,Gaussian
4306.png,11658.629810903203,Gaussian
790.png,11085.16074506411,Gaussian
3409.png,11917.589863069295,Gaussian
1436.png,5464.483622074888,Other Noise
2321.png,10033.214330471234,Gaussian
3299.png,15253.89100526511,Gaussian
5164.png,9031.94740486158,Other Noise
3164.png,11117.20830204869,Gaussian
372.png,14909.192056575348,Gaussian
5864.png,14905.151908198264,Gaussian
4586.png,15216.290187133009,Gaussian
5645.png,14796.138534703725,Gaussian
1738.png,9427.668258793276,Other Noise
5281.png,15216.902117970985,Gaussian
2712.png,9497.29302359169,Other Noise
1216.png,8661.809319556845,Other Noise
5208.png,11343.193059974321,Gaussian
1471.png,14827.436020677074,Gaussian
5015.png,13218.856380463669,Gaussian
2409.png,10495.895468833667,Gaussian
4984.png,6282.039990746087,Other Noise
3491.png,12127.341718091906,Gaussian
4646.png,15218.230416179054,Gaussian
4273.png,11265.94023492797,Gaussian
3287.png,15150.29803246536,Gaussian
5587.png,13348.21391636104,Gaussian
2807.png,10260.31680739803,Gaussian
5027.png,14298.534782113678,Gaussian
2034.png,7116.953149368259,Other Noise
4159.png,10082.13555010894,Gaussian
2317.png,11880.45553137214,Gaussian
1586.png,14586.068834542968,Gaussian
5156.png,10089.495585025094,Gaussian
5756.png,10090.523992248214,Gaussian
3611.png,12225.513336263628,Gaussian
4025.png,12624.70374997284,Gaussian
3851.png,14819.245439246104,Gaussian
1850.png,14990.669341801695,Gaussian
5025.png,14594.395819234836,Gaussian
5939.png,15179.505924250525,Gaussian
4816.png,11160.51354290124,Gaussian
5549.png,11955.225015611972,Gaussian
3624.png,9709.565751458666,Other Noise
3168.png,10425.095711276392,Gaussian
90.png,8285.631383543749,Other Noise
2362.png,10629.904062833297,Gaussian
1540.png,14887.160251474941,Gaussian
3419.png,11913.283902739146,Gaussian
5249.png,15215.20938731074,Gaussian
4918.png,13105.205209565764,Gaussian
5494.png,11400.85883768921,Gaussian
2954.png,10096.263452153977,Gaussian
5149.png,10540.503329150453,Gaussian
3720.png,5235.8159104171955,Other Noise
4539.png,8802.63350798953,Other Noise
4878.png,15223.705829080332,Gaussian
4632.png,14896.838653597017,Gaussian
262.png,14389.783500604897,Gaussian
4237.png,12676.410946935492,Gaussian
364.png,11842.841745221389,Gaussian
1311.png,12119.960124037476,Gaussian
2029.png,6553.076364950674,Other Noise
1832.png,15252.537670172102,Gaussian
4221.png,11589.312736229856,Gaussian
5637.png,14346.301023576585,Gaussian
215.png,8364.138447317055,Other Noise
2005.png,9287.488469125072,Other Noise
1235.png,1794.0506785708942,Other Noise
4759.png,11460.78020478956,Gaussian
3635.png,6102.36385914927,Other Noise
5619.png,11318.634580154025,Gaussian
4018.png,11766.619835056052,Gaussian
2206.png,11855.138656470517,Gaussian
958.png,5575.814998608964,Other Noise
1906.png,12583.54788198426,Gaussian
769.png,13550.77571309088,Gaussian
5394.png,8245.026202336618,Other Noise
4064.png,12475.966437421008,Gaussian
1446.png,6718.876740740499,Other Noise
4487.png,9457.531527363119,Other Noise
2569.png,9653.836480782307,Other Noise
1504.png,10935.237318132038,Gaussian
414.png,9545.65751423169,Other Noise
1764.png,5011.123557596968,Other Noise
2145.png,9420.33238573251,Other Noise
920.png,11969.257049141364,Gaussian
2168.png,12518.160656571441,Gaussian
4735.png,10091.29633860114,Gaussian
614.png,9879.599115396848,Other Noise
439.png,11312.85441175426,Gaussian
1696.png,10517.449681222051,Gaussian
5084.png,12431.118402688857,Gaussian
